customerId,recommendedProducts
16835,22515|21534|22514|51014C|22606|22518|21845|78124|71496A|71495B
16839,22665|22208|22667|22543|22956|22792|21240|35653|84912B|21012
16858,21539|78124|71496A|71495B|22513|21844|21537|22072|84510A|22090
16861,22910|22892|22326|22083|22952|22865|22141|22244|22867|22866
16863,21650|21413|21209|21167|21090|20980|20839|20771|16169K|16010
16883,22337|20957|22354|72709|37327|22831|22703|21413|21209|16169K
16891,37327|35968|22831|16169K|84531A|21785|37340|22703|16010|21209
16893,21785|21650|20839|16010|21413|20980|22703|21209|20771|16169K
16898,35965|20684|84536B|21110|22437|84051|72051S|47579|22412|22208
16904,20712|21479|20711|85099F|22837|22386|84029E|21098|21618|21089
16905,21822|21479|22110|22113|84029E|21481|22112|21807|22156|22624
16916,22327|79151B|78034B|72709|37340|22831|21413|20839|16010|17109D
16919,20712|82567|22598|85152|22057|21930|85099C|20711|21175|21846
16926,22691|22685|22683|21973|22684|22341|21873|20762|48188|22680
16928,22775|21672|85232D|21171|22341|21671|21673|20782|20780|21670
16931,85018D|22738|20969|21650|21413|20980|20839|16010|22587|84773
16950,84559B|22953|22412|85071C|85071A|84849A|35967|22339|22246|21648
16955,22641|22496|22691|22685|22683|21973|22079|22669|84536A|21217
16983,22274|22751|22110|22940|22603|21803|22568|22939|22897|21836
16995,21326|21846|48116|22510|85129D|79190A|47593B|35924|20671|22908
17017,35968|22903|21785|21209|20839|16010|22732|85018D|22831|21167
17019,22440|22211|35968|22831|21785|21911|37327|16169K|37340|16010
17025,84674|21518|21070|22460|22023|22717|21520|21421|22610|35653
17026,22593|22594|22573|22572|22579|22910|22578|22571|22602|22121
17059,20771|37327|16169K|72132|22831|35968|21209|16010|21650|22903
17062,21212|22949|35591T|22932|22831|22026|21785|21413|21209|21090
17068,22384|22662|21479|15039|21650|21413|21167|20839|20771|16169K
17069,85068|22665|84952A|21846|82600|20857|22200|21731|20973|22110
17091,22865|22114|21481|22110|22835|22834|22086|22113|21484|21931
17135,84531B|84531A|22026|21785|21650|21413|21167|21090|20980|20771
17181,21294|84988|85129D|79190A|47593B|35924|20671|21181|22510|22908
17191,85187|22860|22859|22808|22129|72709|72132|37340|35968|22831
17198,22903|22831|22703|21785|21167|21090|20980|20839|16169K|16010
17211,22735|85018D|22731|22747|22813|22952|22144|35598D|22598|20819
17213,21754|16161M|85129D|79190A|47593B|35924|20671|22633|21143|22834
17218,35968|22703|21209|16010|37327|22831|16169K|21785|22903|21650
17223,21650|21413|21209|21167|21090|20980|20839|20771|16169K|16010
17227,85185D|20760|20759|22942|85185B|22440|22086|84569D|84952A|21846
17228,22086|22633|22383|22747|22562|21479|85018D|22382|20725|20712
17235,22739|22735|85018D|22434|35954|22968|90162D|90162B|22831|22703
17238,22866|22747|84963A|21774|21195|84279P|21555|21439|20765|22390
17243,22112|21479|22632|22866|22867|22086|22111|85123A|21481|22865
17259,37340|37327|22831|22703|21650|16169K|16010|21785|22903|20839
17262,35001W|21787|16010|84963A|84279P|22390|21774|21556|21555|21439
17287,22865|22632|72800E|84881|79190D|21910|21613|21202|47579|22412
17320,85129D|79190A|47593B|35924|20671|85130A|21873|22156|22408|21788
17324,21239|84997A|21710|90195B|90082D|90082B|20894|21086|84997C|18097A
17340,37340|37327|35968|22703|21785|21650|21090|20980|16169K|16010
17341,16010|20839|37327|22831|16169K|22703|21650|21785|37340|20980
17346,79151B|21785|21650|78034B|72132|37340|35968|20839|16010|22903
17377,22866|22867|22629|22632|22633|84029G|22114|22831|21785|21413
17381,78034B|72709|37340|35968|22831|21785|21650|21413|20839|16010
17396,22726|22729|22725|21644|10124A|85054|35810B|84924A|22867|35004B
17402,21993|84963A|21774|21195|21579|22634|22732|84279P|21555|21439
17406,85129D|79190A|47593B|35924|20671|21169|82599|82600|21165|82567
17411,22726|22730|22728|22729|22799|20936|84826|21060|85232D|21171
17412,20820|22739|22745|22466|22746|22486|16169N|21744|22451|22780
17419,22147|20972|22570|20969|20967|22910|35967|22339|22246|21648
17420,85018D|22963|22962|22910|22926|20725|85049E|22809|22941|22382
17428,22582|84685|22673|20910|20616|15044C|22211|21896|21376|21375
17450,22694|21427|85123A|22457|22316|22666|22464|84836|21985|85064
17460,22866|37446|22632|22649|22867|22633|20655|21039|22305|84509B
17470,21367|21413|21209|21167|21090|20980|20839|20771|16169K|16010
17491,21899|84881|79190D|21910|21613|21202|21911|70007|21902|82551
17511,21239|85068|22666|22090|22332|21989|21988|21987|21207|22543
17519,77101A|84352|84534B|22773|21163|21206|47599A|47599B|21537|51014A
17547,22272|22271|22176|22274|20769|72351A|84569D|37444A|22262|22261
17548,21873|21981|22554|22555|22211|22551|20980|20839|20771|16169K
17552,85144|21714|21426|21399|21392|21268|21032|21031|21030|22068
17567,84674|21518|21070|84854|84563B|84415B|82613B|37444C|37444A|22262
17572,79051A|20861|85187|22860|22859|22808|22129|72799F|22099|21147
17581,22703|16010|72132|37327|21413|16169K|35968|21650|21167|20771
17591,22917|21181|22760|22643|22642|22241|21794|20707|71406C|20674
17596,37340|22903|22831|21785|21209|21167|21090|20980|20839|16010
17616,21733|22804|82482|22470|21730|82483|21136|82494L|22469|21754
17643,22598|85049B|84849B|85018D|84559B|51014C|84534B|84849A|35967|22339
17655,85129D|79190A|47593B|35924|20671|22686|22678|84881|79190D|21910
17659,21576|22147|84569A|20967|22114|22142|20775|20971|22141|22940
17674,22023|21506|21507|21519|22610|84247G|84674|21518|21070|22712
17675,22866|22632|22728|22834|22727|21930|22729|22725|22086|21479
17676,22598|22111|22837|21625|21485|22112|22629|22114|22865|22632
17677,22937|22936|21976|22952|84247L|22951|22865|22086|22834|22417
17682,72132|37327|35968|22831|21650|21413|21167|20771|16169K|22327
17685,22810|22571|22733|85018D|21803|21802|22154|22744|22246|21648
17690,22867|22977|22632|22727|22976|22633|22086|22730|21479|21827
17691,22748|21066|22909|84534B|20820|22952|22968|22867|21212|84352
17706,22774|22772|21931|21485|84029E|21928|85099B|22114|22111|85232D
17720,22114|22835|22111|21479|21485|22866|22867|84029E|22110|22865
17722,85071C|85071A|84849A|35967|22339|22246|21648|16011|21465|21576
17732,84029G|22799|20936|21755|22867|84029E|21931|22173|22866|22685
17735,22632|22865|84029E|20725|20726|21479|22327|22111|22835|84029G
17757,22866|22910|22633|22090|20675|21244|22543|22905|21987|21207
17760,22801|22845|21819|84952A|21846|21018|21644|10124A|22739|22562
17787,21904|85129D|79190A|47593B|35924|20671|22156|21169|84921|35653
17796,84051|72051S|47579|22412|21169|20762|21166|22912|46115B|21336
17802,22867|85049D|85049B|85018D|22078|22940|22802|21930|21479|84029E
17809,22570|22142|22751|22529|22952|22149|22598|22750|22530|22150
17812,22738|22952|22613|21327|85018D|22735|22211|22798|22942|16202E
17819,22086|22867|22633|22941|85049A|22114|85018D|22834|22942|84029E
17838,21903|21785|21650|21413|21209|21167|21090|20980|20839|16169K
17841,37340|37327|35968|22703|21785|21650|16010|22903|20771|16169K
17850,22866|84674|21518|21070|21479|22865|22114|15056N|22834|22510
17855,22548|22142|20699|20697|22816|22739|10133|72818|22572|35591T
17857,22537|22598|22545|17038|84558A|84596J|47563A|21895|21370|21742
17858,22117|21669|84881|79190D|21910|21613|21202|21672|21361|21813
17860,37327|22831|22703|21413|21209|21090|20980|20839|16169K|16010
17863,22553|22433|22432|22029|22629|84997D|22133|22431|21721|21224
17869,21785|21650|21413|21209|21167|21090|20980|20839|16169K|16010
17870,21165|22470|22156|21294|85020|22944|21812|22810|22456|21820
17873,22598|84534B|22599|22597|85049B|85216|22285|22284|22209|21538
17884,21785|21650|21413|20980|22951|22747|22632|16010|21209|20771
17894,22633|82486|21479|21755|16161M|22867|84029E|22837|22865|22866
17897,35968|22703|21785|21650|16010|22831|22026|21413|21167|20980
17905,16011|21413|21209|21167|21090|20980|20839|20771|16169K|16010
17908,72709|37327|22903|22703|21785|21650|21413|20980|20771|16169K
17920,21650|21413|37327|22831|22703|16169K|22384|35968|16010|22903
17924,22673|20910|20616|15044C|85129D|79190A|47593B|35924|20671|21361
17925,22041|85129D|79190A|47593B|35924|20671|20760|20759|21116|21544
17949,22697|22699|21843|22968|22910|21166|21625|22086|22571|20750
17951,22632|22867|22834|21479|84029E|84029G|21930|85018D|22112|22114
17954,22086|22333|21211|22632|21429|22083|84030E|21479|22867|22738
17961,37327|35968|22903|22703|21650|21413|21167|20839|20771|16010
17964,22748|22747|16169N|21822|84952A|21846|84711A|72801G|22486|22156
17965,22274|22940|22149|47021G|84773|22866|85068|85016|85015|22272
17967,20726|22747|22703|21650|21413|21167|20839|20771|16169K|16010
17968,84874B|79191B|37327|22831|22703|21209|20839|16169K|16010|20771
17975,21181|82482|21903|21166|85129D|79190A|47593B|35924|20671|21175
17976,22831|21785|21209|20980|20771|37340|35968|22026|21090|16010
17999,37327|22831|22703|22026|21413|21090|20980|20839|16169K|16010
18011,85111|85078|85036B|84614A|79337|22903|21785|21650|21209|20839
18041,35965|20684|21988|21987|21207|21989|22332|22543|84596E|21486
18043,22337|20957|79151B|72709|22831|21785|21650|21413|35968|22026
18055,22866|84029G|22632|84029E|21485|22834|47594A|21162|21481|47593B
18061,22803|21520|48185|84674|21518|21070|22778|15039|22425|22905
18071,85129D|79190A|47593B|35924|20671|21822|84881|79190D|21910|21613
18074,17164B|22640|22429|22667|85064|85130A|84792|84978|22426|21761
18077,35968|22903|22703|21785|21209|20839|16010|22831|20771|16169K
18085,22112|22867|22114|22110|22866|84029G|22865|21484|22633|22142
18092,21485|22111|22835|22865|22632|22867|22110|22866|84030E|22086
18102,84846A|84881|79190D|21910|21613|21202|22157|21695|21822|21813
18109,82483|84685|22673|20910|20616|15044C|82494L|82616C|22666|85068
18113,22792|85047|22151|21802|84947|85130A|21143|22690|20829|22791
18118,16010|37340|35968|22831|20839|21785|21413|20980|37327|22703
18119,46115B|21336|22211|21896|21376|21375|21205|20618|22534|84952C
18144,79051A|20861|85169A|22619|21484|22702|21827|22294|22111|21106
18156,22866|71496A|71495B|78124|22513|22867|22865|22633|22751|22598
18168,84987|85130D|84921|35653|21239|85130A|15039|21217|22123|21836
18193,20731|84760S|84360|20761|84881|79190D|21910|21613|21202|35833P
18219,22768|82482|82494L|79191C|84881|21910|21613|21202|22157|21813
18225,20750|21539|21531|21843|21844|21537|84510A|22073|84991|22072
18229,22727|22849|84559A|84558A|85232D|21171|22799|20936|20616|15044C
18239,22574|22572|22594|22579|85071A|84849A|35967|22339|22246|21648
18259,22866|22865|21479|22632|22086|21485|22835|84029E|22633|22111
18269,22758|46115B|21336|84925D|84926D|84926A|22233|22941|22912|84520B
